Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
01/09/2024;800;13,7;15,4;13,7;61;61;53;6,2;6,5;5,5;935;935;934,6;0;223;0;;0
01/09/2024;900;13,3;14,1;13,3;66;66;60;7,1;7,2;6,3;935,7;935,7;935;0;157;0;;0
01/09/2024;1000;14;14;13,2;68;68;66;8,2;8,2;7,1;936,5;936,5;935,7;0;212;0,5;60,8;0
01/09/2024;1100;20;20;14;45;68;45;7,6;8,5;7,3;937;937;936,5;0,2;195;0,8;484,6;0
01/09/2024;1200;25,4;25,4;20;28;46;27;5,4;8,3;4,9;937,3;937,3;937;0,7;204;2,5;1536,4;0
01/09/2024;1300;29,5;29,5;25,4;21;28;21;5,2;6,6;4,1;937,1;937,4;937,1;1,4;179;2,9;2318,9;0
01/09/2024;1400;32,3;33,3;29,5;13;22;12;0,4;5,6;-0,8;936,4;937,1;936,4;1,3;141;3,2;2759,7;0
01/09/2024;1500;33,8;33,8;31,6;13;13;12;1,1;1,4;-0,9;935,9;936,4;935,9;0,9;250;5,1;2984,6;0
01/09/2024;1600;34,8;34,8;33,1;12;13;11;0,7;1,3;-1,2;935;936;935;1,7;266;5,4;2903,9;0
01/09/2024;1700;34,4;36,1;33,6;11;12;10;-0,4;1,7;-0,9;934;935;934;1,9;207;4,9;2604,9;0
01/09/2024;1800;35;35,4;33,9;11;12;10;0;0,8;-1,1;933;934;933;1,1;270;4,9;2260;0
01/09/2024;1900;34,7;36;34,5;11;11;10;0,1;0,8;-1;932,7;933;932,7;1,2;211;4,2;1616,6;0
01/09/2024;2000;32,6;34,9;32,6;12;13;11;-0,1;0,4;-1,2;932,8;932,8;932,7;1,5;190;3,5;683,7;0
01/09/2024;2100;29,5;32,7;29,2;16;18;12;1;2,3;-0,8;933,1;933,1;932,7;0,4;159;3,5;58,6;0
01/09/2024;2200;27;30,1;27;20;20;14;2,4;2,5;0,1;933,5;933,5;933,1;0,8;100;2;;0
01/09/2024;2300;24,8;27,1;24,8;24;24;20;2,9;3,1;1,9;934,2;934,2;933,5;0,1;100;2,1;;0
02/09/2024;0;24;25,5;24;26;26;22;3,2;3,2;2,2;934,8;934,8;934,2;1,3;120;2,5;;0
02/09/2024;100;22,9;24,1;22,9;28;28;25;3,2;3,5;2,6;934,9;934,9;934,8;1,1;116;2;;0
02/09/2024;200;21,9;22,9;21,5;29;31;28;2,9;3,7;2,7;935;935;934,9;2,1;134;3,2;;0
02/09/2024;300;19,6;21,9;19,6;37;37;29;4,5;4,5;2,8;934,8;935;934,8;0,7;122;3,2;;0
02/09/2024;400;17,7;19,6;17,7;45;45;37;5,6;5,8;4,4;934,1;934,8;934,1;0,1;126;2,3;;0
02/09/2024;500;16,5;17,8;16,3;50;50;45;6,1;6,1;5,4;933,6;934,1;933,6;0;41;0,9;;0
02/09/2024;600;15,5;16,5;15,4;58;59;50;7,3;8,1;5,8;933,2;933,7;933,2;0;206;0,7;;0
02/09/2024;700;14,3;15,5;14,3;68;68;58;8,5;8,6;7,2;933;933,2;932,9;0;6;0,6;;0
02/09/2024;800;14;14,7;13,9;68;69;66;8,2;8,6;8;933;933;932,9;0;161;0;;0
02/09/2024;900;13,5;14,1;13,3;69;70;67;7,9;8,3;7,5;933,6;933,6;933;0;64;0;;0
02/09/2024;1000;14,3;14,3;12,8;66;73;66;8;8,2;7,8;934,3;934,3;933,6;0;85;0;64,5;0
02/09/2024;1100;20,8;20,8;14,3;46;68;46;8,9;9,3;8;934,7;934,7;934,3;0;209;0,8;528,4;0
02/09/2024;1200;25,9;26;20,7;28;45;28;5,9;8,1;4,5;934,8;934,9;934,7;0,7;248;1,9;1575,2;0
02/09/2024;1300;29,3;29,7;25,6;23;29;22;5,7;7,4;5,4;934,8;935;934,8;1,4;208;2,7;2322;0
02/09/2024;1400;33,3;33,5;29,3;13;23;12;1,2;5,6;-0,3;934,1;934,8;934,1;0,9;123;4,8;2768,6;0
02/09/2024;1500;34,5;34,6;33,1;10;13;9;-1,5;1,1;-2,2;933,2;934,1;933,2;1,8;122;5,1;3020,6;0
02/09/2024;1600;35,3;35,8;33,3;;11;8;-1,8;-0,9;-3,4;932,1;933,2;932,1;1,2;202;4,6;2936,8;0
02/09/2024;1700;36,1;36,1;34,8;;10;8;-2,7;-1;-3,8;930,6;932,1;930,6;1,7;227;5,1;2703,9;0
02/09/2024;1800;36,3;37,2;35,2;;9;8;-2,7;-1,5;-3,6;929,9;930,6;929,9;2;100;5,1;2277,8;0
02/09/2024;1900;36,2;36,8;35,8;;9;7;-2,8;-2,2;-4,9;929,7;929,9;929,6;2,1;78;5,1;1614,3;0
02/09/2024;2000;34,2;36,6;34,2;;9;7;-3,3;-3;-5,9;929,9;929,9;929,7;0,7;57;5,7;710,3;0
02/09/2024;2100;30,3;34,2;30,3;12;12;9;-2,4;-2,1;-3,6;930,4;930,4;929,9;1,1;66;3,8;54,5;0
02/09/2024;2200;29,1;30,5;29;11;12;11;-3,9;-2,3;-4,4;930,8;930,8;930,4;1,8;67;4,3;;0
02/09/2024;2300;27,5;29,3;27,5;13;13;11;-3,8;-3,2;-3,9;931,4;931,4;930,9;1,7;63;4,3;;0
03/09/2024;0;23,5;27,5;22,9;20;23;13;-0,5;0,6;-3,8;932,1;932,1;931,4;0,1;211;3,5;;0
03/09/2024;100;22,3;23,4;22,3;24;26;20;0,8;1,7;-0,6;932,5;932,5;932,1;0,6;337;1,7;;0
03/09/2024;200;20,8;22,8;20,8;31;31;23;2,9;3,4;0,5;932,8;932,8;932,5;0,3;10;1,8;;0
03/09/2024;300;19,6;21,2;19,4;36;36;30;4;4;2,5;932,5;932,8;932,5;0;335;1,6;;0
03/09/2024;400;18,9;19,9;18,8;47;47;35;7,2;7,2;3,9;931,9;932,5;931,9;0,2;339;1,2;;0
03/09/2024;500;17,8;18,9;17,5;49;50;47;6,9;7,3;6,4;931,7;931,9;931,7;0,1;118;0,9;;0
03/09/2024;600;15,9;17,5;15,5;54;55;47;6,5;6,8;5,6;931,8;931,8;931,6;0;247;2,3;;0
03/09/2024;700;15,8;16,2;15,4;54;56;51;6,5;6,7;6;931,8;931,8;931,7;0;84;0;;0
03/09/2024;800;14;15,8;14;63;63;54;7,2;7,3;6,4;932,3;932,3;931,8;0;120;0;;0
03/09/2024;900;14,8;15;14;63;64;54;7,8;7,8;5,7;932,9;932,9;932,3;0;79;0;;0
03/09/2024;1000;15,5;15,5;13,5;62;68;62;8,3;8,5;7,1;933,7;933,7;932,9;0;338;0;76,3;0
03/09/2024;1100;20,3;20,3;15,5;49;63;49;9,1;9,6;7,7;934,3;934,3;933,7;0,2;204;1,2;514,8;0
03/09/2024;1200;25,3;25,3;20,3;33;49;33;8;9,5;7,6;934,8;934,8;934,3;0,9;223;2,4;1572,8;0
03/09/2024;1300;33,5;33,9;25,4;12;33;12;0,1;8,6;0,1;934,7;934,9;934,7;1,6;12;6;2272,5;0
03/09/2024;1400;34,9;35,1;33;10;13;10;-1,7;0,8;-1,7;934,2;934,7;934,2;1,3;116;6,6;2706,5;0
03/09/2024;1500;35,1;35,9;34,5;;11;9;-2,3;0,2;-3;933,2;934,2;933,2;1,9;100;8,7;2917,3;0
03/09/2024;1600;36,3;36,8;34,1;;10;8;-2,3;-0,7;-3,6;932,2;933,2;932,2;1,7;12;8,7;2815,6;0
03/09/2024;1700;35,9;37;35,7;;8;7;-5,7;-2,2;-6,3;931,2;932,2;931,2;2,2;110;6,8;2584,8;0
03/09/2024;1800;36,5;37,3;35,6;;7;;-5,5;-3,9;-6,2;930,6;931,1;930,6;2,2;127;5,5;2180,2;0
03/09/2024;1900;35,3;36,8;35,3;;7;;-5,8;-4,7;-6,8;930,5;930,6;930,4;1,5;40;5,1;1349,9;0
03/09/2024;2000;33,9;35,8;33,9;;9;7;-3,7;-3,5;-6,3;930,5;930,6;930,4;0,5;19;4;561,9;0
03/09/2024;2100;30,5;33,9;30,5;12;12;9;-2,1;-1,3;-3,1;931;931;930,5;0;86;1,9;79;0
03/09/2024;2200;27,1;30,5;27,1;17;17;12;-0,4;0,2;-2,8;931,8;931,8;931;0,1;98;1,3;;0
03/09/2024;2300;25,9;27,1;25,7;19;21;17;0,3;2,4;-0,1;932,7;932,7;931,8;0,2;107;0,9;;0
04/09/2024;0;23,5;26;23,4;25;25;19;2,2;2,4;0,5;933,4;933,4;932,7;0,1;26;1;;0
04/09/2024;100;21,5;23,2;21,5;40;40;25;7,3;7,3;2,3;933,7;933,7;933,4;0,1;73;1;;0
04/09/2024;200;19,8;21,5;19,7;44;45;39;7,3;7,8;6,7;933,8;933,9;933,7;0,3;32;1,3;;0
04/09/2024;300;19,1;19,9;18,7;46;46;41;7,2;7,5;5,9;933,9;933,9;933,8;0,6;153;2,8;;0
04/09/2024;400;18,1;19,1;17,9;49;50;46;7,2;7,7;6,9;933,4;933,9;933,3;0,3;8;2,8;;0
04/09/2024;500;16,8;18,4;16,6;55;56;49;7,7;8,2;7,1;932,9;933,4;932,9;0,2;340;1,4;;0
04/09/2024;600;16,4;17,2;15,8;54;60;53;7;8,4;6,6;932,6;933;932,6;0;360;1,6;;0
04/09/2024;700;15,5;16,5;15,4;62;63;54;8,3;8,6;7,1;932,7;932,7;932,5;0;44;1,8;;0
04/09/2024;800;14,7;15,5;14,6;67;67;62;8,6;8,7;7,8;933,1;933,1;932,7;0;20;0,7;;0
04/09/2024;900;13,9;14,8;13,9;69;69;66;8,3;8,5;8;933,8;933,8;933;0;248;0,5;;0
04/09/2024;1000;15;15;13,7;68;71;68;9,1;9,4;8,3;934,5;934,5;933,8;0;288;0;77,9;0
04/09/2024;1100;20,4;20,6;14,9;48;68;47;9,1;10,3;8,6;935;935;934,5;0,3;230;1,4;520,8;0
04/09/2024;1200;25,6;25,6;20;30;50;30;6,8;9,7;5,9;935,2;935,2;934,9;0,7;227;1,8;1555,9;0
04/09/2024;1300;32,2;32,2;25,6;20;31;20;6,3;7,5;5,6;934,8;935,3;934,8;0,9;272;2,2;2209,2;0
04/09/2024;1400;35,5;36,3;32,1;;21;8;-2,2;7,2;-3,2;934;934,8;933,9;1,9;30;5,7;2697,8;0
04/09/2024;1500;35,8;36,1;34,8;;9;7;-4,5;-1,7;-4,9;933,5;934,1;933,5;2,5;61;7;2966;0
04/09/2024;1600;36,5;37,5;35,4;;8;7;-3,8;-3,2;-5,4;932,3;933,5;932,3;2,1;100;6,3;2885;0
04/09/2024;1700;37,5;37,6;36,2;;8;;-3,6;-3,5;-6;931,5;932,4;931,5;1,9;42;7,6;2614,6;0
04/09/2024;1800;36,4;38,1;36,4;;8;7;-4,8;-3,2;-5,3;930,8;931,5;930,8;1,2;319;5,5;2124,4;0
04/09/2024;1900;36;37;36;;9;7;-4,5;-2,1;-5;930,6;930,8;930,6;1,6;331;5,5;1210,2;0
04/09/2024;2000;34,9;36,6;34,9;;9;7;-2,8;-1;-4,3;930,9;930,9;930,6;1,1;57;5,5;610,7;0
04/09/2024;2100;31,3;34,9;31,1;13;14;9;-0,6;0;-2,8;931,4;931,4;930,9;0,2;15;3,3;80,4;0
04/09/2024;2200;28,8;31,5;28,8;15;15;12;-0,5;-0,3;-1,2;932;932;931,4;0,5;71;3,5;;0
04/09/2024;2300;25,5;28,8;25,2;24;25;15;3,3;3,8;-0,7;932,7;932,7;932;0;358;1,6;;0
05/09/2024;0;24,4;25,6;24,4;27;27;23;4,4;4,4;2,9;933,6;933,6;932,7;0,3;27;1,4;;0
05/09/2024;100;22,2;24,3;22,2;38;38;29;7,1;7,4;4,8;934,1;934,1;933,7;0,4;18;1,5;;0
05/09/2024;200;20,9;22,4;20,9;43;43;38;7,8;7,8;7,1;934,3;934,4;934,1;0,2;33;1,5;;0
05/09/2024;300;19,5;21;19,5;48;49;43;8,3;8,8;7,8;934,1;934,4;934,1;0,1;11;1,1;;0
05/09/2024;400;17,6;19,8;17,6;54;54;48;8,1;8,5;7,7;933,6;934,1;933,6;0,3;171;2,1;;0
05/09/2024;500;17,8;18,5;17,6;53;55;51;7,9;8,8;7,9;933,3;933,6;933,3;0,3;358;1,6;;0
05/09/2024;600;17,2;18;17,1;58;58;53;8,9;8,9;8;933,3;933,3;933,2;0;55;1,6;;0
05/09/2024;700;16,2;17,2;15,8;61;64;57;8,8;9,2;8,2;933,2;933,3;933,2;0,1;39;0,9;;0
05/09/2024;800;15,5;16,4;15,1;65;66;59;8,8;8,9;8,2;933,4;933,4;933,2;0;12;0,7;;0
05/09/2024;900;14,9;15,5;14,7;68;68;64;9,1;9,1;8,5;934;934;933,4;0;240;0,6;;0
05/09/2024;1000;15,6;15,6;14,9;69;70;67;9,9;10;9;934,7;934,7;934;0,2;206;0,8;84;0
05/09/2024;1100;21;21,1;15,6;51;69;50;10,4;11;9,5;935,1;935,1;934,7;0,2;235;1,1;506,2;0
05/09/2024;1200;26,1;26,3;21,2;31;51;30;7,7;10,8;6,6;935,5;935,5;935,2;0,7;236;1,7;1467;0
05/09/2024;1300;31,3;31,3;26,1;23;31;22;7,6;7,6;5,6;935,6;935,6;935,5;1,3;229;2,3;2172,7;0
05/09/2024;1400;34,8;35;31,4;13;23;12;2,3;7,8;1,1;935,1;935,6;935,1;1,4;249;3,5;2623,5;0
05/09/2024;1500;35,3;36,5;34,5;11;13;10;0,2;2,8;-0,5;934,3;935,1;934,3;2;178;4,5;2852,4;0
05/09/2024;1600;37,1;37,5;34,5;;11;9;-0,8;1,3;-2,2;933,3;934,3;933,3;1,7;274;4,5;2798;0
05/09/2024;1700;36,9;37,7;36;;10;9;-1,4;0,4;-1,4;932,3;933,3;932,3;1,4;273;6,5;2526,3;0
05/09/2024;1800;36,8;37,9;35,9;10;10;8;0,1;0,6;-1,8;931,5;932,3;931,5;1,4;159;4,2;2075,6;0
05/09/2024;1900;36,8;37,4;36,1;10;11;9;-0,2;1,1;-1,4;931,3;931,5;931,3;0,2;287;4,1;1402,5;0
05/09/2024;2000;34,6;36,7;34,6;11;11;9;0,1;0,7;-1,6;931,4;931,5;931,3;0,8;132;3;569;0
05/09/2024;2100;30,5;34,6;30,5;17;17;11;2,7;2,7;0;931,5;931,6;931,4;0;100;2,3;75,8;0
05/09/2024;2200;28,8;30,5;28,8;18;19;16;2,1;3,1;1,8;931,9;931,9;931,5;0,2;74;1,5;;0
05/09/2024;2300;27,4;28,7;27,4;20;20;18;2,3;2,7;1,8;932,3;932,3;931,8;0,5;90;1,8;;0
06/09/2024;0;24,3;27,4;23,8;29;29;20;4,9;5;2;932,8;932,9;932,3;0,4;125;1,2;;0
06/09/2024;100;23,1;24,6;22,7;36;36;28;7,2;7,2;4,2;933,1;933,1;932,8;0,1;45;1,3;;0
06/09/2024;200;21,3;23,1;21,3;47;47;36;9,5;9,5;7,5;932,9;933,1;932,9;0,2;13;1,4;;0
06/09/2024;300;19,8;21,3;19,8;52;53;47;9,7;10,1;8,9;932,7;932,9;932,7;0,1;9;2,4;;0
06/09/2024;400;19,1;20,4;19,1;48;52;44;7,9;9,7;7,6;932,1;932,7;932,1;0;315;1,1;;0
06/09/2024;500;19;19,5;18,9;51;51;46;8,7;8,7;7,4;931,6;932,1;931,6;0,3;316;1,4;;0
06/09/2024;600;17,5;19;17,4;59;59;49;9,3;9,6;7,9;931,1;931,6;931;0,2;204;1,5;;0
06/09/2024;700;16,8;17,9;16,8;62;62;58;9,6;9,9;9,2;930,8;931,1;930,8;0,2;255;1,6;;0
06/09/2024;800;16,5;17,3;16,4;65;65;60;9,9;10,2;9,1;931;931;930,8;0,2;110;1,1;;0
06/09/2024;900;15,6;16,5;15,4;69;70;64;10;10,1;9,4;931,6;931,6;931;0;345;1,1;;0
06/09/2024;1000;17,2;17,2;15,4;64;69;62;10,3;10,3;9,6;932,3;932,3;931,6;0;117;0;97,5;0
06/09/2024;1100;21,7;21,7;17,2;53;66;53;11,8;11,8;10,1;932,7;932,7;932,3;0;226;0,8;556,2;0
06/09/2024;1200;26,6;26,6;22,1;33;51;33;9,1;11,6;8,4;933,4;933,4;932,7;0,9;215;2,3;1367,8;0
06/09/2024;1300;30,7;30,7;26,5;27;33;26;9,3;9,7;8,5;933,3;933,5;933,3;1,3;204;2,6;1706,9;0
06/09/2024;1400;35,3;35,5;30,7;12;27;12;1,8;9,9;1,3;933;933,4;933;2;69;4,7;2295,6;0
06/09/2024;1500;35,2;35,9;34,5;13;13;12;2,3;2,9;1,5;932,4;933;932,3;2,9;72;7,4;2523,1;0
06/09/2024;1600;35,5;36,4;35,2;12;13;11;1,4;3,1;1,4;931,4;932,4;931,4;2,7;126;7,5;2445,8;0
06/09/2024;1700;36,5;36,5;35,4;12;13;11;2,5;2,8;1;930,4;931,4;930,3;1,9;117;7,5;2131,6;0
06/09/2024;1800;35,6;36,5;35,3;13;13;11;2,4;3,2;1,4;929,9;930,4;929,8;2,1;103;6,5;1627,8;0
06/09/2024;1900;35,6;36,4;35,3;12;13;12;2,3;3,2;1,9;929,6;929,9;929,6;2,7;78;6,7;1213,5;0
06/09/2024;2000;34,1;35,6;34,1;13;13;12;1,9;2,5;1,5;930;930;929,6;1,6;72;6,7;563,1;0
06/09/2024;2100;31,5;34,1;31,5;16;16;13;2,4;2,5;1,7;930,5;930,5;930;1,1;66;4,8;86,6;0
06/09/2024;2200;29,3;31,5;29,3;20;20;16;3,8;4;2,3;931,1;931,1;930,5;0,9;53;2,7;;0
06/09/2024;2300;25,5;29,5;25,5;29;29;19;6,3;6,3;3,7;931,8;931,8;931,1;0;241;2,9;;0
07/09/2024;0;26;26,1;25,4;28;31;28;6,3;7,1;6;932,8;932,8;931,8;1;105;2,9;;0
07/09/2024;100;23,6;26;23,6;35;35;28;7,1;7,1;6,2;933,3;933,3;932,8;0;327;1,6;;0
07/09/2024;200;23,2;23,7;22,7;37;38;34;7,8;7,9;6,9;933,5;933,5;933,3;0,9;227;1,8;;0
07/09/2024;300;24,2;24,8;23;32;38;31;6,6;7,9;6,5;933,1;933,6;933,1;0,4;354;3;;0
07/09/2024;400;21,6;24,2;21,6;43;43;32;8,5;8,5;6,5;932,7;933,1;932,7;0;215;1,7;;0
07/09/2024;500;21,8;22;20,9;42;44;40;8,2;8,7;7,7;932,1;932,7;932,1;0;312;1,9;;0
07/09/2024;600;21;21,9;21;45;46;41;8,8;9,6;7,9;931,9;932;931,8;0,2;131;1,7;;0
07/09/2024;700;20,3;21;19,6;47;49;46;8,6;9;8,4;931,9;932,1;931,9;0;75;1,1;;0
07/09/2024;800;18,9;20,3;18,6;52;54;47;9;9,4;8,4;932,6;932,6;931,9;0;24;0;;0
07/09/2024;900;19;19;18,2;53;56;52;9,1;9,9;8,8;933,3;933,3;932,6;0;23;1,1;;0
07/09/2024;1000;18,8;19;17,9;62;62;52;11,5;11,5;8,9;934,2;934,2;933,4;0,4;219;1,4;91,5;0
07/09/2024;1100;23,9;23,9;18,8;43;62;43;10,4;11,8;10,4;934,8;934,8;934,2;0,3;272;1,5;512,5;0
07/09/2024;1200;30,5;30,5;23,8;20;44;20;4,7;10,8;4,6;935,2;935,2;934,8;1,7;44;5,2;1206,7;0
07/09/2024;1300;33,2;33,2;30,4;17;20;17;5,1;5,1;3,9;935,4;935,4;935,2;2,2;56;8,6;2005,2;0
07/09/2024;1400;32,9;33,3;31,6;15;17;15;3,1;4,3;2,4;935,1;935,4;935,1;2,8;56;7,5;2321,8;0
07/09/2024;1500;33,7;33,7;31,7;15;17;14;3;4,4;1,7;934,3;935,1;934,2;2,8;80;7,9;2340,6;0
07/09/2024;1600;34,5;34,7;32,9;14;15;14;2,8;3,2;1,7;933,3;934,3;933,3;3,3;66;7,9;1990,6;0
07/09/2024;1700;34;34,7;32,8;14;15;14;3,2;3,7;2,4;932,5;933,3;932,5;3;70;7,9;1810,5;0
07/09/2024;1800;33,8;34,7;33,3;15;16;14;3,3;4,1;3;931,7;932,5;931,7;4;121;8,1;1796,2;0
07/09/2024;1900;33,2;34,3;33,2;14;15;14;2,5;3,7;2,2;931,7;931,8;931,6;4,6;90;9,7;1410,7;0
07/09/2024;2000;32,2;33,3;32,2;14;15;14;1,8;2,7;1,8;932,2;932,3;931,7;4,6;98;9,7;587,8;0
07/09/2024;2100;30,3;32,2;30,3;17;17;14;2,5;2,5;1,4;932,5;932,5;932,2;1,9;85;10;85;0
07/09/2024;2200;26,6;30,3;26,6;24;24;17;4,2;4,5;2,4;933,1;933,1;932,5;0;3;4,9;;0
07/09/2024;2300;24,2;26,7;24,2;29;29;24;5;5,1;4,2;933,9;933,9;933,1;0;16;1,9;;0
08/09/2024;0;23,6;24,2;23,5;30;30;29;5;5;4,6;934,8;934,8;933,9;0,3;51;1,8;;0
08/09/2024;100;22,6;23,7;22,6;33;33;30;5,4;5,6;4,8;935,4;935,4;934,9;0,1;126;2,8;;0
08/09/2024;200;20,5;22,5;20,5;41;41;33;6,9;7;5,4;935,7;935,7;935,4;0;107;1,3;;0
08/09/2024;300;19;20,5;18,9;48;48;41;7,7;7,7;6,8;935,6;935,9;935,6;0;136;0;;0
08/09/2024;400;18,7;19,6;18,7;49;49;46;7,8;7,8;7,3;934,9;935,6;934,9;0,8;121;2,3;;0
08/09/2024;500;16,9;18,7;16,9;56;56;49;8,1;8,1;7,6;934,5;934,9;934,5;0;334;2,3;;0
08/09/2024;600;16,6;17,3;16,4;56;57;55;7,7;8,4;7,5;934,5;934,5;934,4;0;212;0;;0
08/09/2024;700;16,1;16,6;16,1;60;60;55;8,3;8,4;7,6;934,7;934,7;934,5;0;213;0;;0
08/09/2024;800;16,4;16,9;16,1;58;60;57;8,1;8,6;8,1;935,1;935,1;934,7;0;38;1;;0
08/09/2024;900;15,3;16,4;14,8;63;67;58;8,4;8,9;8;935,9;935,9;935,1;0,1;98;1,3;;0
08/09/2024;1000;16,7;16,7;14,7;59;67;59;8,7;9,2;8,5;936,5;936,5;935,9;0,3;219;1;103,3;0
08/09/2024;1100;24,4;24,4;16,7;32;60;32;6,8;9,5;6,7;937;937;936,5;3,6;77;10;603,7;0
08/09/2024;1200;27;27,1;24,4;28;33;28;6,9;7,3;6,7;937,6;937,6;937;3,4;74;10,5;1559,5;0
08/09/2024;1300;29,8;29,9;26,9;23;28;23;6,6;7,4;6,1;937,8;937,8;937,6;2,6;70;7,2;2237,7;0
08/09/2024;1400;31,7;31,7;29,6;19;24;19;5,2;7;4,9;937,1;937,8;937;2,8;79;8;2688,5;0
08/09/2024;1500;33,3;33,7;31,5;14;19;14;2,6;5;2,2;936,3;937,1;936,3;4;60;8,3;2886,4;0
08/09/2024;1600;33,2;34,3;33;14;15;13;1,8;3,1;0,9;935,5;936,4;935,4;4,6;83;11,6;2792,4;0
08/09/2024;1700;34,1;34,6;33,3;13;14;12;1,5;2,7;0,8;934,2;935,5;934,2;4,4;103;11,7;2557,8;0
08/09/2024;1800;34,5;34,7;33,8;13;13;12;1,5;2,2;0,8;933,5;934,2;933,5;3,7;69;11,3;2139,7;0
08/09/2024;1900;33,9;34,7;33,7;12;13;12;0,6;1,8;0,5;933,2;933,5;933,1;4,1;108;12,2;1481,4;0
08/09/2024;2000;32,5;34,2;32,5;12;13;11;0;1;-0,5;933,5;933,5;933,1;2,8;89;8;621,8;0
08/09/2024;2100;29,9;32,6;29,9;15;15;13;0,4;0,4;0;933,8;933,8;933,5;1,2;69;6,2;87,4;0
08/09/2024;2200;27,2;29,9;27,2;20;20;15;2,1;2,2;0,5;934,4;934,4;933,8;1,2;54;2,6;;0
08/09/2024;2300;25,9;27,2;25,8;22;23;20;2,4;2,8;2,1;935;935;934,4;1,4;60;3,1;;0
09/09/2024;0;23,7;25,9;23,5;28;28;22;4,2;4,3;2,4;935,7;935,8;935;0,2;106;2,6;;0
09/09/2024;100;21,6;23,7;21,4;32;33;29;4,4;4,6;3,7;936;936;935,7;0,2;93;1,1;;0
09/09/2024;200;21,7;22;21,1;33;34;31;4,5;4,9;3,9;936,1;936,2;936;0,9;105;1,7;;0
09/09/2024;300;20,9;21,7;20,7;35;35;33;4,7;4,8;4,4;935,7;936,1;935,7;1,1;111;1,8;;0
09/09/2024;400;19,1;20,9;18,4;41;43;35;5,4;5,5;4,7;935,1;935,7;935,1;1;105;2;;0
09/09/2024;500;16,8;19,2;16,8;50;50;40;6,3;6,4;5,3;934,6;935,1;934,6;0,1;251;1,6;;0
09/09/2024;600;16,1;17,1;16,1;56;56;49;7,3;7,6;5,9;934,4;934,6;934,4;0;6;0,6;;0
09/09/2024;700;14,8;16,3;14,8;61;61;56;7,4;8;7,2;934,5;934,5;934,4;0;72;0;;0
09/09/2024;800;14,9;15,5;14,6;59;61;56;6,8;7,6;6,7;934,8;934,8;934,4;0,4;70;1,6;;0
09/09/2024;900;14,5;15,4;14,5;60;60;57;6,7;7,1;6,7;935,4;935,4;934,8;0,5;81;1,8;;0
09/09/2024;1000;16,4;16,4;14,1;57;61;57;7,7;7,7;6,6;936;936,1;935,4;1,1;112;3;103;0
09/09/2024;1100;20,6;20,6;16,4;43;57;42;7,4;7,8;7,2;936,5;936,5;936;0,9;119;2,8;628,6;0
09/09/2024;1200;26,2;26,3;20,6;27;43;27;6;7,6;5,8;936,7;936,7;936,5;1;225;2,1;1594,8;0
09/09/2024;1300;29,6;30,3;26,2;21;28;21;4,8;7;4,5;936,6;936,8;936,6;1,4;7;4,1;2243,8;0
09/09/2024;1400;31,5;31,8;29,4;16;21;15;2,7;5,2;1,8;936,2;936,7;936,2;3,4;88;7,9;2714;0
09/09/2024;1500;32,1;32,7;30,7;13;17;13;0,5;3,2;0;935,4;936,2;935,4;3,8;85;10,9;2950;0
09/09/2024;1600;33,2;33,9;32,1;13;14;12;0,8;1,5;0,1;934,2;935,4;934,2;2,6;97;10,9;2877,8;0
09/09/2024;1700;34,2;34,6;32,7;12;14;12;1,2;2,2;0,3;933;934,2;932,8;2,7;115;9,3;2615,5;0
09/09/2024;1800;34,3;34,9;33,7;11;12;11;-0,8;1,7;-1,2;932,3;933;932,3;2,4;117;8,2;2154,4;0
09/09/2024;1900;34;35;33,6;12;12;10;0,1;0,6;-1,3;932;932,3;932;1,9;63;6,6;1597,4;0
09/09/2024;2000;32,5;34,6;32,5;12;13;12;-0,1;1,3;-0,6;932,1;932,1;931,9;1,3;79;5,5;654;0
09/09/2024;2100;29,2;32,5;29,2;16;16;12;0,9;1,1;-0,1;932,4;932,4;932,1;0,8;67;4,3;65,7;0
09/09/2024;2200;27,8;29,6;27,5;17;18;15;0,7;1,2;0,2;933;933;932,4;1,4;70;3,7;;0
09/09/2024;2300;25,6;27,9;25,5;21;21;17;1,4;1,6;0,7;933,4;933,4;933;1,3;90;3,1;;0
10/09/2024;0;22,4;25,6;22,3;27;28;21;2,6;2,9;1,3;933,9;933,9;933,4;0,3;139;2,8;;0
10/09/2024;100;21,5;24,3;21,5;29;29;22;2,7;3;1,2;934,3;934,3;933,9;0,1;277;4,3;;0
10/09/2024;200;21,1;21,5;20,8;30;31;29;2,7;3,1;2,4;934,5;934,5;934,2;0,4;306;1,1;;0
10/09/2024;300;20,3;21,3;20,3;30;31;27;2,3;2,8;1,6;934,6;934,6;934,5;0;16;1,6;;0
10/09/2024;400;19,8;20,7;19,5;32;32;29;2,6;2,6;1,6;934,1;934,6;934,1;0,1;52;1,5;;0
10/09/2024;500;18,3;20,3;18,3;38;38;31;3,8;4;2,5;933,7;934,1;933,7;0;63;1,5;;0
