Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
10/08/2024;0;23,1;24,3;23;40;41;36;8,9;9,1;8,1;933,4;933,4;932,8;0;51;1,5;;0
10/08/2024;100;22,5;23,4;22,3;46;47;40;10,3;10,4;8,9;933,8;933,8;933,4;0,7;9;1,6;;0
10/08/2024;200;21,5;22,5;20,6;50;54;46;10,8;11,1;10,1;934;934;933,7;0,1;80;1,6;;0
10/08/2024;300;20,5;21,9;20;54;56;49;10,9;11,2;10,7;934,3;934,4;933,9;1,4;161;4,2;;0
10/08/2024;400;20,9;21,5;20,3;57;57;53;12;12;10,9;934,4;934,5;934,2;2,6;186;8,5;;0
10/08/2024;500;18,8;20,9;18,8;71;71;57;13,4;13,4;12;934,4;934,5;934,3;2,8;211;6,4;;0
10/08/2024;600;16;18,6;16;78;78;72;12,2;13,4;12,1;935;935,1;934,5;3,8;202;7,7;;0
10/08/2024;700;14;16;14;81;81;78;10,9;12,2;10,9;935,9;935,9;935;4,1;207;7,6;;0
10/08/2024;800;13,9;14;13,7;81;83;81;10,7;10,9;10,7;936,1;936,1;935,8;1,6;185;7,6;;0
10/08/2024;900;13,5;13,9;13,5;81;81;80;10,2;10,7;10,2;936,1;936,2;935,8;2,4;194;4,7;;0
10/08/2024;1000;13,1;13,5;13,1;84;84;81;10,5;10,5;10,2;936,5;936,5;936,1;2,1;196;4,9;7,6;0
10/08/2024;1100;13,4;13,4;13,1;86;86;83;11;11;10,4;937,2;937,2;936,5;1,7;168;4,5;65;0
10/08/2024;1200;14,2;14,3;13,2;74;86;74;9,7;11;9,7;937,8;937,9;937,2;1,9;181;5,9;265,4;0
10/08/2024;1300;15,8;15,8;14,1;67;74;66;9,6;9,8;9,2;938;938,1;937,8;2,4;126;5,2;677,9;0
10/08/2024;1400;16,6;16,8;15,7;63;67;62;9,5;9,9;9;937,5;938;937,5;2,8;170;5,7;1231;0
10/08/2024;1500;18,9;18,9;16,5;57;65;56;10,1;10,2;9,1;936,8;937,6;936,8;2,3;172;6,4;1493,5;0
10/08/2024;1600;20;21,1;18,5;51;56;48;9,4;10,4;9,1;935,7;936,8;935,7;2,2;178;5,5;2533,2;0
10/08/2024;1700;22,6;23;19,8;45;53;45;10,1;10,8;9,4;934,5;935,7;934,5;1,5;208;4,7;2421,6;0
10/08/2024;1800;24,9;24,9;22,4;42;46;41;11;11,2;9,8;933,7;934,5;933,7;1,5;155;5,7;1982,3;0
10/08/2024;1900;23,6;25;23,6;44;44;41;10,6;11;10,1;933,5;933,7;933,5;1,7;193;5,9;1202,8;0
10/08/2024;2000;22,7;24,1;22,7;47;47;42;10,8;11;10,3;933,6;933,6;933,4;1,8;183;4,3;328,7;0
10/08/2024;2100;20,5;22,7;20,5;48;49;46;9,2;10,8;9,2;933,9;933,9;933,6;2,3;153;6,7;66,7;0
10/08/2024;2200;19,1;20,5;19,1;43;49;42;6,3;9,2;6,2;934,2;934,2;933,9;1,4;157;5,8;;0
10/08/2024;2300;17,9;19,1;17,9;45;45;42;5,8;6,4;5,8;934,7;934,7;934,2;1;124;3,4;;0
11/08/2024;0;16,5;17,9;16,5;48;48;45;5,4;5,9;5,4;935,1;935,1;934,7;0,5;128;3,1;;0
11/08/2024;100;15,7;16,6;15,7;50;50;47;5,4;5,6;5,2;935,1;935,2;935,1;0,7;135;3;;0
11/08/2024;200;14,5;15,7;14,5;54;54;50;5,2;5,6;5,2;935,1;935,2;935,1;0,6;120;2,1;;0
11/08/2024;300;13,6;14,8;13,6;59;59;52;5,8;5,8;5;935;935,2;935;0,7;166;2,8;;0
11/08/2024;400;12,9;13,6;12,9;64;64;59;6,2;6,2;5,7;934,7;935,1;934,7;0,9;150;2,4;;0
11/08/2024;500;12,2;12,9;12,2;68;68;63;6,4;6,6;6;934,3;934,7;934,3;0,5;129;2,5;;0
11/08/2024;600;11,9;12,3;11,8;69;72;68;6,5;7,1;6,4;934,3;934,3;934,2;0,9;116;2,2;;0
11/08/2024;700;11,4;12;11,4;68;70;68;5,7;6,5;5,7;934,3;934,4;934,2;0,8;134;2,5;;0
11/08/2024;800;10,2;11,4;10,2;73;73;68;5,6;5,9;5,6;934,4;934,4;934,3;0,8;129;3,2;;0
11/08/2024;900;10,3;10,4;10,1;70;74;70;5,2;5,6;5,1;935;935;934,4;1,6;113;3,6;;0
11/08/2024;1000;10,1;10,3;9,7;70;71;70;4,9;5,2;4,8;935,1;935,3;935;1,3;119;3,6;24,9;0
11/08/2024;1100;12,6;12,6;10,1;64;70;64;6;6,1;4,8;935,8;935,8;935,2;2,2;142;5;386,1;0
11/08/2024;1200;15,6;15,9;12,6;56;65;55;6,9;7,1;5,9;936;936,1;935,7;1,9;173;4,7;1183,7;0
11/08/2024;1300;19,9;20,1;15,6;41;56;41;6,3;7,2;6;936,2;936,2;936;1,2;125;4,2;2143,2;0
11/08/2024;1400;22,7;23;19,6;35;42;34;6,3;7,3;5,8;935,9;936,3;935,9;1,6;188;4,4;2605,5;0
11/08/2024;1500;25,3;25,7;22,2;30;35;30;6,4;7,2;5,7;935,1;935,9;935,1;1,3;236;3,8;2812,4;0
11/08/2024;1600;26,8;28,3;24,5;27;31;25;6,2;7,7;5,7;934;935,1;934;1,4;206;3,5;2757;0
11/08/2024;1700;29,6;29,7;26,5;24;28;24;7,1;7,4;5,8;932,8;934;932,8;1,4;274;3,9;2512,6;0
11/08/2024;1800;29,8;30,8;29,3;24;25;23;6,9;8;6,4;932,3;932,8;932,3;2,3;254;5,5;2034,8;0
11/08/2024;1900;29,3;30,8;29,2;22;25;22;5,6;7,5;5,2;932,5;932,5;932,2;2,5;246;8;1338,6;0
11/08/2024;2000;27,3;29,4;27,3;26;26;22;6,3;6,5;5,3;933;933;932,5;2,4;242;8;352,7;0
11/08/2024;2100;24,6;27,3;24,4;30;30;26;5,9;6,5;5,5;933,4;933,4;933;1,4;233;5,9;51,1;0
11/08/2024;2200;23;24,6;22,8;32;33;30;5,4;6,2;5,4;934,4;934,4;933,4;0,9;204;4;;0
11/08/2024;2300;21,6;23,7;21,6;28;32;24;2,2;5,2;1,2;935;935;934,4;0,7;91;5;;0
12/08/2024;0;19,9;21,4;19,8;30;31;27;1,9;2,2;1,6;935,6;935,6;935;0,8;102;2,4;;0
12/08/2024;100;17,7;20,1;17,6;37;40;30;2,8;3,8;1,9;936,1;936,1;935,6;0,5;87;2,2;;0
12/08/2024;200;16,5;18,1;16,5;38;38;35;2,2;3;1,8;936,4;936,4;936,1;0;79;1,6;;0
12/08/2024;300;14,7;16,5;14,7;43;43;38;2,3;2,7;1,8;936,3;936,4;936,3;0;148;0,5;;0
12/08/2024;400;13,6;14,6;13,4;51;51;43;3,6;3,7;2,4;936;936,3;935,9;0;9;0,7;;0
12/08/2024;500;11,9;13,4;11,9;67;67;50;6;6,2;3,1;935,9;936,1;935,9;0;68;0;;0
12/08/2024;600;10,6;11,9;10,6;73;74;67;5,9;6,9;5,9;935,9;936;935,8;0;205;0;;0
12/08/2024;700;10,2;11;9,7;77;79;71;6,3;6,7;5,5;936;936;935,9;0;16;0;;0
12/08/2024;800;9,1;10,3;8,8;80;82;77;5,8;6,5;5,5;936,3;936,3;935,9;0;35;0;;0
12/08/2024;900;9;9,3;8,3;68;83;68;3,4;6;3,4;937,2;937,2;936,3;0,9;120;2,3;;0
12/08/2024;1000;9,6;9,6;8,9;70;70;66;4,4;4,4;3;937,6;937,6;937,2;0,8;116;2,3;30,1;0
12/08/2024;1100;13,6;13,6;9,6;55;70;55;4,6;5,6;4,2;938;938;937,6;0,4;158;2;391,6;0
12/08/2024;1200;18;18,2;13,6;28;55;28;-0,9;5,6;-0,9;938,4;938,4;937,9;1,5;156;2,9;1149,7;0
12/08/2024;1300;22,6;22,6;18;23;29;23;0,6;0,8;-1,3;938,5;938,5;938,4;1,8;150;4,8;2097,6;0
12/08/2024;1400;24,4;24,4;21,8;20;24;18;-0,4;0,5;-1,6;938,3;938,7;938,3;1,9;154;5,3;2607,9;0
12/08/2024;1500;25,8;25,8;24,3;17;20;15;-1,4;-0,4;-3,9;937,7;938,3;937,7;1,6;162;5,2;2885,8;0
12/08/2024;1600;27,4;27,9;25,6;14;17;14;-2,3;-0,4;-3,3;936,6;937,7;936,6;2;200;5,4;2821,8;0
12/08/2024;1700;29,2;29,2;27;13;14;13;-2,3;-1,7;-3,5;935,4;936,6;935,4;1,9;156;5,4;2563,2;0
12/08/2024;1800;29,3;29,5;28,2;11;13;11;-3,9;-1,8;-4,8;935,1;935,4;935,1;2;179;5,2;2239;0
12/08/2024;1900;27,6;29,6;27,6;12;12;10;-4,9;-3,8;-6,2;934,9;935,1;934,8;2,4;162;5,3;1384,8;0
12/08/2024;2000;25,9;28,2;25,9;13;13;11;-4,4;-3,6;-5,3;935,2;935,2;934,9;2,1;162;5,5;473,6;0
12/08/2024;2100;22,9;25,9;22,9;17;17;13;-3,4;-3,3;-4,9;935,4;935,5;935,2;0,5;156;6,4;72,9;0
12/08/2024;2200;21,5;22,9;20,5;21;24;17;-1,5;-0,4;-3,4;935,7;935,7;935,4;1,1;125;2,3;;0
12/08/2024;2300;19,5;21,3;18,9;25;28;22;-1;0;-1,1;936,2;936,2;935,7;1,1;111;2;;0
13/08/2024;0;16,8;19,5;16,8;31;33;25;-0,6;0,6;-1,1;936,6;936,7;936,2;0,1;90;2,9;;0
13/08/2024;100;15,4;16,7;15,3;36;36;30;0,2;0,2;-0,8;936,8;936,8;936,6;0,7;121;2;;0
13/08/2024;200;14,9;16;13,7;39;42;34;0,9;1,1;0;937;937;936,8;1,2;97;1,9;;0
13/08/2024;300;13,6;14,9;13,6;41;41;38;0,7;1;0,5;937,1;937,1;937;0,6;104;1,8;;0
13/08/2024;400;12,1;13,6;11,8;52;53;41;2,5;2,6;1;936,6;937,1;936,6;1,2;111;2,6;;0
13/08/2024;500;10,5;12,2;10,5;54;54;50;1,6;2,5;1,4;936,1;936,6;936,1;0,6;119;2,4;;0
13/08/2024;600;9,2;10,5;8,4;63;68;54;2,5;3,3;1,7;935,9;936,1;935,9;0,5;69;1,9;;0
13/08/2024;700;8,1;9,2;8,1;68;68;63;2,5;2,8;2,2;936,2;936,2;935,9;0,4;82;1,7;;0
13/08/2024;800;7,5;8,1;6,8;70;74;68;2,4;2,7;1,9;936,3;936,4;936,2;0,4;68;1,3;;0
13/08/2024;900;6,3;7,9;6,2;75;75;68;2,2;2,6;1,7;936,7;936,7;936,3;0;30;2,5;;0
13/08/2024;1000;7,2;7,5;6,2;69;75;69;2;2,6;1,9;937,1;937,2;936,7;0,3;94;2,3;33,7;0
13/08/2024;1100;11,8;12;7,2;52;69;52;2,2;2,9;2;937,7;937,7;937,1;0,9;135;2,2;419,1;0
13/08/2024;1200;16,9;17,7;11,7;32;52;32;-0,1;3;-0,1;938,2;938,2;937,7;1,1;134;2,9;1094,7;0
13/08/2024;1300;20,2;20,7;16,7;26;32;26;0,1;0,9;-0,3;938,1;938,2;938,1;2,2;162;4,3;2150,4;0
13/08/2024;1400;23,6;23,7;20,1;23;27;21;1,1;1,3;-0,4;937,7;938,2;937,7;1,9;183;4,8;2549,1;0
13/08/2024;1500;26,6;27,2;23,7;15;23;15;-2,2;1,1;-2,2;936,7;937,7;936,7;2,2;123;5,3;2762,5;0
13/08/2024;1600;28,4;29,2;26,2;14;18;13;-1,5;0,2;-3,3;935,4;936,7;935,4;2,2;154;6,8;2668,4;0
13/08/2024;1700;30;30;27,7;13;15;12;-1,3;-0,9;-3;934,2;935,4;934,2;2,2;183;6,9;2364,9;0
13/08/2024;1800;28,8;30,1;28,6;13;13;12;-2,8;-1,3;-3;933,8;934,2;933,8;2,3;173;5,8;1671,5;0
13/08/2024;1900;29,1;29,8;28,5;13;13;12;-2,1;-1,6;-3,1;933,9;933,9;933,7;2;180;5,6;1145,1;0
13/08/2024;2000;27,3;29,1;27,2;13;14;12;-3,1;-2,3;-3,6;934,2;934,2;933,7;1,6;159;5,9;474;0
13/08/2024;2100;24,8;27,3;24,8;15;15;13;-3,2;-2,7;-3,4;934,4;934,4;934,2;1,5;152;4,9;122,3;0
13/08/2024;2200;22,6;24,8;22,6;20;20;15;-1,4;-1,4;-3,2;934,9;934,9;934,4;1,1;114;3,6;;0
13/08/2024;2300;20,1;22,5;20,1;25;26;20;-0,4;-0,2;-1,6;935,4;935,4;934,9;0,5;94;3,6;;0
14/08/2024;0;18,3;20,1;18,1;31;31;25;0,6;0,6;-0,4;936;936;935,4;0,5;119;1,5;;0
14/08/2024;100;17,2;18,2;17,2;34;34;31;1,4;1,5;0,4;936,4;936,4;936;0,9;110;2,4;;0
14/08/2024;200;15,5;17,2;15,5;41;41;34;2,2;2,3;1,3;936,4;936,4;936,3;0,2;147;2,3;;0
14/08/2024;300;14,9;16;14,9;44;44;41;2,7;2,8;2,2;936,2;936,4;936,2;0,4;75;2,3;;0
14/08/2024;400;13,8;15,2;13,3;49;53;42;3,4;4;2,2;935,9;936,2;935,9;0,3;87;1,5;;0
14/08/2024;500;13,7;14,3;13,5;50;52;47;3,5;3,8;3;935,4;935,9;935,4;0,6;108;1,8;;0
14/08/2024;600;12,6;13,7;12,6;59;59;50;4,8;4,8;3,3;935;935,4;935;0,2;110;2,1;;0
14/08/2024;700;12,2;12,6;12,2;57;59;55;3,9;4,7;3,8;935,1;935,1;935;1;123;2,3;;0
14/08/2024;800;12,5;12,5;11,9;56;60;56;4;4,2;3,9;935,4;935,4;935;1,4;106;2,5;;0
14/08/2024;900;11,1;12,5;11,1;62;62;56;4,1;4,2;3,9;936;936;935,4;0,1;142;2,8;;0
14/08/2024;1000;11,6;11,6;11;62;64;62;4,4;4,5;4,2;936,4;936,4;936;1,6;102;2,1;35,9;0
14/08/2024;1100;16,5;16,5;11,6;42;62;42;3,6;4,5;3,6;936,8;936,8;936,4;2,1;115;3,5;359,7;0
14/08/2024;1200;21,5;21,6;16,6;30;42;30;3,3;4,1;3;937,1;937,2;936,8;1,9;132;4,2;1018,1;0
14/08/2024;1300;27,8;27,9;21,5;25;31;25;5,7;6,4;3,3;936,8;937,2;936,8;3,1;101;6,8;1947,8;0
14/08/2024;1400;30,7;31,2;27,6;19;25;19;4,7;6,6;4,7;936,1;936,8;936,1;1,9;74;6,8;2550,5;0
14/08/2024;1500;32,5;32,7;30,4;16;20;15;3,1;6,1;2,1;935,1;936,1;935,1;1,3;52;4,6;2675,6;0
14/08/2024;1600;33,1;33,9;32,1;15;17;14;2,8;4,2;2,1;934,2;935,1;934,2;1,8;358;5,4;2681,9;0
14/08/2024;1700;34,6;34,9;33;14;16;13;2,9;4,8;2,2;933,3;934,2;933,2;1,5;262;4,4;2474,6;0
14/08/2024;1800;33,5;35,1;33,5;13;14;12;0,8;2,9;0,5;932,9;933,3;932,9;2,2;313;6,2;2128,6;0
14/08/2024;1900;33,5;35,1;33,4;13;13;12;1,6;2,3;0,8;932,6;932,9;932,6;1;271;5;1364,6;0
14/08/2024;2000;31,5;33,8;31,5;15;15;12;1,8;1,9;0,6;933;933;932,6;0,6;296;4,5;534,6;0
14/08/2024;2100;28,1;31,5;28,1;20;21;15;3,2;3,5;1,2;933,6;933,6;933;0;337;2,7;52,6;0
14/08/2024;2200;25,8;28,1;25,8;25;25;20;4,1;4,2;3,3;934,1;934,1;933,6;0,8;7;1,7;;0
14/08/2024;2300;23,1;25,7;23,1;33;33;25;5,7;6,1;3,9;934,7;934,7;934,1;0;357;1,7;;0
15/08/2024;0;21,9;23,2;21,7;37;39;32;6,6;7,5;5,5;935,4;935,4;934,7;0,2;11;1,4;;0
15/08/2024;100;19,6;21,8;19,6;47;47;37;7,9;8,1;6,5;935,9;935,9;935,4;0;354;2,4;;0
15/08/2024;200;19,7;19,8;19;46;49;46;7,9;8,1;7,7;935,8;935,9;935,8;0,3;351;1,2;;0
15/08/2024;300;18,4;19,8;18;53;55;47;8,6;8,9;7,9;935,7;935,8;935,7;0;34;1,3;;0
15/08/2024;400;17;18,4;17;60;60;53;9,1;9,1;8,2;935,3;935,7;935,3;0;14;1,2;;0
15/08/2024;500;16,2;17;15,8;65;67;60;9,6;10,1;9,1;935;935,3;935;0;13;0,5;;0
15/08/2024;600;15,6;16,2;15,4;66;67;64;9,3;9,7;9;934,6;935;934,6;0,1;71;0,8;;0
15/08/2024;700;14,9;15,6;14,9;69;69;65;9,2;9,2;9;934,7;934,7;934,6;0;24;0,9;;0
15/08/2024;800;14,1;14,9;14;75;75;69;9,6;9,6;9;935,1;935,1;934,7;0;156;0,6;;0
15/08/2024;900;14,2;14,6;14,1;74;75;72;9,6;9,7;9,3;935,7;935,7;935,1;0;97;0,9;;0
15/08/2024;1000;15,1;15,1;14;72;75;72;10;10,1;9,5;936,4;936,4;935,7;0,1;160;1,2;37,4;0
15/08/2024;1100;19,5;19,5;15;61;74;60;11,6;11,6;10;937;937;936,4;0;247;0,9;350,7;0
15/08/2024;1200;24,5;24,8;20,2;47;58;47;12,5;13;10,8;937,3;937,3;937;0,1;209;1,6;928,9;0
15/08/2024;1300;28,3;28,9;24,5;38;47;37;12,7;13,7;12,3;937,4;937,5;937,3;0,4;20;2,2;1872,1;0
15/08/2024;1400;31,6;31,8;28,3;30;38;29;11,7;13,2;11,2;936,9;937,4;936,9;1,2;323;4,6;2378,6;0
15/08/2024;1500;33,2;33,2;31,3;24;30;24;10,2;12,2;9,4;936,1;937;936,1;1,2;312;4,6;2615,1;0
15/08/2024;1600;33,9;34,4;32,1;21;26;20;8,2;10,6;7,3;935,1;936,1;935,1;1,3;222;4,6;2588,8;0
15/08/2024;1700;33,7;35,1;32,7;20;22;19;7,5;9;6,9;934,2;935,1;934,2;1,6;193;6;2385,1;0
15/08/2024;1800;35;35;32,2;19;24;17;8;9,1;6,1;933,7;934,2;933,6;1,6;239;6;1557,6;0
15/08/2024;1900;33,1;35,2;32,4;20;22;16;6,9;8,1;5,2;933,7;933,7;933,6;1,1;217;4,1;1024,3;0
15/08/2024;2000;31,2;33,1;31,2;23;23;19;7,4;8,1;6,6;934;934;933,6;0;20;4,1;421,9;0
15/08/2024;2100;29,6;31,4;29,6;26;26;22;8,1;8,7;7;934,3;934,3;934;0,8;121;2,1;70,5;0
15/08/2024;2200;26,6;29,7;26,6;33;33;26;8,9;9,1;8,1;934,7;934,7;934,3;0,4;94;2;;0
15/08/2024;2300;24,8;26,6;24,8;38;38;33;9,5;9,7;8,6;935,4;935,4;934,7;0;16;1;;0
16/08/2024;0;23,4;24,8;23,4;42;42;38;9,7;9,9;9,4;935,9;935,9;935,4;0,2;89;1,8;;0
16/08/2024;100;22,1;23,2;22,1;47;47;42;10,3;10,6;9,4;936,1;936,2;935,9;0,1;165;1,8;;0
16/08/2024;200;20,9;22,1;20,6;55;56;47;11,6;11,8;10,3;936,2;936,2;936,1;0;59;1,4;;0
16/08/2024;300;19,7;20,9;19,6;59;63;55;11,4;12,4;11,4;936,2;936,3;936,1;0;77;0,9;;0
16/08/2024;400;19,9;19,9;18,7;57;62;57;11;11,4;11;935,7;936,2;935,7;1,6;110;2,7;;0
16/08/2024;500;19,2;20;19,2;61;61;57;11,5;11,5;11;935,3;935,7;935,2;1,6;112;2,7;;0
16/08/2024;600;18;19,2;17,9;67;67;61;11,7;11,8;11,4;935;935,3;935;0,8;120;2,8;;0
16/08/2024;700;16,7;18;16,7;72;72;67;11,6;11,8;11,4;935,1;935,1;935;0,1;93;1,9;;0
16/08/2024;800;16;16,7;15,9;76;76;72;11,8;11,8;11,3;935,4;935,4;935;0;153;1,6;;0
16/08/2024;900;15,7;16,2;15,6;77;78;76;11,7;12;11,5;936;936;935,4;0,5;93;1,1;;0
16/08/2024;1000;16,1;16,1;14,8;77;81;77;12,1;12,1;11,3;936,8;936,8;936;0,1;21;1,4;40,1;0
16/08/2024;1100;22,5;22,5;16,1;56;77;56;13,2;14;12,2;937,5;937,5;936,8;0;5;1,1;394,8;0
16/08/2024;1200;24,8;24,9;21,4;46;58;46;12,5;13,3;12,2;938;938;937,5;0,9;241;2,1;932,9;0
16/08/2024;1300;29,5;29,5;24,8;36;47;36;13;13,6;12,2;937,6;938;937,6;1,1;179;2,3;1977,9;0
16/08/2024;1400;31,5;32,3;29,1;28;36;28;11;12,7;10,9;936,8;937,6;936,8;1,1;221;3;2482,9;0
16/08/2024;1500;33,6;33,6;31,5;22;29;21;9,1;11,9;8,2;935,8;936,8;935,8;1,4;3;3,9;2734,5;0
16/08/2024;1600;34,3;34,3;33;21;23;18;8,5;9,6;5,8;934,9;935,8;934,9;1,7;190;6,2;2736,1;0
16/08/2024;1700;34,1;34,8;33,7;19;21;18;7,3;8,1;6,3;933,8;934,9;933,8;2;225;6,2;2506,5;0
16/08/2024;1800;33,9;34,7;33,3;19;20;18;6,9;8;6,8;933,2;933,7;933,2;2,7;179;6,6;2007,3;0
16/08/2024;1900;34,1;34,8;33,8;18;19;16;6,4;7,6;5,2;933,1;933,2;933;1,5;142;6,1;1446;0
16/08/2024;2000;32,2;34,3;32,2;21;21;18;6,8;7,2;6;933,3;933,3;933,1;1,3;141;5,2;666,1;0
16/08/2024;2100;29,6;32,2;29,6;25;25;21;7,3;7,3;6,8;933,7;933,7;933,3;0,6;142;4,1;59,2;0
16/08/2024;2200;26,9;29,6;26,9;31;31;25;8,4;8,5;7,2;934,1;934,1;933,7;0,8;101;2;;0
16/08/2024;2300;25,5;27,1;25,1;34;36;31;8,6;8,9;8,4;934,9;934,9;934,1;0,3;92;2,1;;0
17/08/2024;0;24,6;25,5;24,6;39;39;35;9,9;9,9;8,5;935,2;935,2;934,9;0,9;114;1,9;;0
17/08/2024;100;23;24,6;23;43;43;39;9,7;9,9;9,3;935,6;935,6;935,2;1,3;144;2,5;;0
17/08/2024;200;21,9;23,2;21,9;47;47;43;10,3;10,5;9,7;935,7;935,7;935,6;0,9;117;2,6;;0
17/08/2024;300;21,4;22,1;21;50;52;47;10,6;10,8;10,1;935,9;936;935,6;1,3;115;4,1;;0
17/08/2024;400;21,3;21,7;21,3;48;50;47;9,9;10,6;9,9;935,4;935,9;935,4;1;111;2,8;;0
17/08/2024;500;19,1;21,2;19,1;57;57;49;10,4;10,7;10;935,2;935,4;935,2;0,3;43;1,7;;0
17/08/2024;600;18,4;19,1;18,1;62;62;57;10,9;10,9;10,3;934,8;935,2;934,8;0;11;1,4;;0
17/08/2024;700;17,2;18,4;16,9;67;69;61;11,2;11,4;10,6;934,5;934,8;934,5;0;26;1,1;;0
17/08/2024;800;16,7;17,3;16,5;71;72;67;11,5;11,7;10,9;934,6;934,6;934,5;0,1;103;1,1;;0
17/08/2024;900;16;17,3;16;71;72;68;10,8;11,7;10,8;935,3;935,3;934,6;0,1;70;2,2;;0
17/08/2024;1000;16,4;16,4;15,3;74;76;71;11,7;11,7;10,8;935,9;935,9;935,3;0,2;80;1;42,5;0
17/08/2024;1100;20,8;21,5;16,4;56;74;54;11,7;13,3;11,7;936,4;936,4;935,9;0,4;160;1,8;406,2;0
17/08/2024;1200;26,2;26,2;20,8;40;57;40;11,6;13;11,1;936,7;936,7;936,3;0,7;248;1,5;978,8;0
17/08/2024;1300;31,3;31,8;26,2;21;40;21;6,5;11,7;6,5;936,7;936,8;936,7;2,7;73;7,3;2081,1;0
17/08/2024;1400;31,9;32,7;31;21;23;20;6,5;8;6,4;936,4;936,7;936,3;3;105;7,5;2601,6;0
17/08/2024;1500;32,7;33,3;31,7;19;22;18;5,7;7,5;5,1;935,5;936,4;935,5;2,3;107;7,9;2857,1;0
17/08/2024;1600;33,1;34,3;32,6;18;20;15;5,4;7;3,1;934,5;935,5;934,5;3,1;100;8,2;2828,9;0
17/08/2024;1700;33,9;34,6;33,1;15;19;14;3,5;6,7;2,6;933,5;934,5;933,4;3,2;107;8,2;2563,3;0
17/08/2024;1800;34,8;35,2;33,6;15;16;14;4,1;4,4;2,9;932,7;933,5;932,7;1,7;157;7,1;2156,8;0
17/08/2024;1900;34;34,9;33,7;14;15;13;2,9;3,7;2,3;932,6;932,7;932,6;2,1;94;5,8;1499,7;0
17/08/2024;2000;32,5;34,2;32,5;15;16;13;2,9;3,5;1,8;932,9;932,9;932,5;2,4;96;5,6;715,2;0
17/08/2024;2100;29;32,5;29;21;21;15;4,5;4,6;3;933,1;933,1;932,9;0,6;64;4,5;52;0
17/08/2024;2200;27;29;26,8;24;25;21;5;5,2;4,4;933,8;933,8;933,1;1,3;75;2,9;;0
17/08/2024;2300;23,5;26,9;23,5;33;33;25;6,1;6,4;4,9;934,3;934,3;933,9;0;125;3,2;;0
18/08/2024;0;22,7;23,6;22,5;37;38;32;7,4;7,4;6;934,9;934,9;934,3;0,6;114;2,9;;0
18/08/2024;100;21,2;22,4;21,2;40;40;37;7,1;7,4;6,7;935,3;935,3;934,9;0;153;1,6;;0
18/08/2024;200;20;21,4;19,9;44;44;40;7,2;7,7;7,1;935,4;935,4;935,2;0,4;190;1,3;;0
18/08/2024;300;20;20,1;19,4;45;49;43;7,6;8,4;7,2;935,4;935,5;935,4;0,1;261;1,2;;0
18/08/2024;400;21,3;21,9;19,8;41;45;39;7,5;7,9;7,1;935,1;935,5;935,1;1;123;2,8;;0
18/08/2024;500;19,1;21,3;19,1;48;48;41;7,9;8,2;7,4;934,8;935,1;934,8;0,3;26;2;;0
18/08/2024;600;17,5;19,1;17,5;56;58;48;8,7;9,3;7,9;934,5;934,8;934,4;0;47;1,1;;0
18/08/2024;700;16,9;17,5;16,5;60;62;56;9,2;9,7;8,3;934,6;934,6;934,5;1;84;2,9;;0
18/08/2024;800;16,1;16,9;16;62;64;60;8,9;9,4;8,7;935;935;934,6;1,2;102;2,7;;0
18/08/2024;900;14,7;16,1;14,5;69;70;62;9,1;9,4;8,4;935,7;935,7;935;0,3;70;2;;0
18/08/2024;1000;14,5;14,9;13,7;72;73;68;9,5;9,6;8,7;936,2;936,2;935,7;0,1;90;1,1;43,4;0
18/08/2024;1100;20,6;21,3;14,5;52;72;51;10,4;11,8;9,4;936,7;936,7;936,2;0;206;1;385,4;0
18/08/2024;1200;25,2;25,2;20,6;37;53;37;9,6;10,9;8,8;937,2;937,2;936,7;0,5;223;1,5;1027,9;0
18/08/2024;1300;30,9;31;25;20;37;19;5;9,3;4,6;937,3;937,4;937,2;2,3;35;6,8;2138,1;0
18/08/2024;1400;31,7;32;30,9;17;20;16;3,6;5,4;2,7;936,7;937,4;936,7;2,7;70;7,6;2653,5;0
18/08/2024;1500;32,8;33;31,7;15;17;15;2,7;3,9;2;935,6;936,7;935,6;2,4;48;8;2901,3;0
18/08/2024;1600;33,5;33,8;32,6;15;16;13;3,1;3,5;1,5;934,8;935,7;934,8;2,2;140;8;2854,1;0
18/08/2024;1700;33,8;34,4;33,1;12;15;12;1;2,6;0,7;933,7;934,8;933,7;2,6;133;7,3;2596;0
18/08/2024;1800;34,6;34,8;33,1;10;13;10;-1,8;1,7;-1,8;933;933,7;933;1;52;7,1;2186,5;0
18/08/2024;1900;33,4;34,6;33,3;12;12;9;0,1;0,8;-2,7;932,6;933;932,6;1,9;63;6,8;1492,2;0
18/08/2024;2000;32,2;33,8;32,2;13;13;11;-0,1;0,7;-0,8;932,8;932,8;932,6;1,5;115;6,8;679,2;0
18/08/2024;2100;28,6;32,2;28,6;16;16;13;0,6;0,6;-0,3;933,1;933,1;932,8;1,2;54;4,2;51,3;0
